=== 2026-04-05T20:17:06-04:00 neuner_vs_alphabeta start cwd=/hpc/home/wjn7/catan_ai ===
=== GPU check ===
GPU 0: NVIDIA RTX 5000 Ada Generation (UUID: GPU-59c4ee0f-b317-ac8a-e75d-67c9e2b77278)
torch 2.10.0+cu128 cuda_available True
NVIDIA RTX 5000 Ada Generation
Effective config:
  preset=none difficulty=medium
  games=1000000 train=True
  placement_strategy=alphabeta
  enemy_fixed_schedule=False
  enemy_smooth_mix=False

Main agent ready      (6,295,286 params, obs=1259, actions=245)
Placement agent ready (alphabeta(depth=2, prunning=True))
Device: cuda
Run configuration:
  Main agent: 6,295,286 params (obs=1259, actions=245)
  Main weights: /hpc/home/wjn7/catan_ai/capstone_agent/models/capstone_model.pt
  Placement agent: strategy=alphabeta, alphabeta(depth=2, prunning=True)
  Placement weights: [none loaded]
  Opponent: alphabeta (depth=2, prunning=True)
  Self-play ladder: disabled
  Map: TOURNAMENT / fixed (seed=0)
  Training: enabled, trigger=steps, every 4096 transitions, periodic_save_every=2000 games, numbered main checkpoint copies
  Replay JSON save: enabled, dir=/hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays, every 100 games
  Benchmark CSV: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/benchmark_games.csv
  PPO metrics CSV: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/ppo_training.csv
  Device: cuda

Game 1850/1000000:       LOST  steps=  88  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1851/1000000:       LOST  steps= 130  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1852/1000000:       LOST  steps= 142  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1853/1000000:       LOST  steps= 109  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1854/1000000:       LOST  steps= 125  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
  trained PPO on 4141 buffered transitions (games in batch: 40; trigger=steps: buffered transitions reached 4141)
Game 1855/1000000:       LOST  steps=  98  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1856/1000000:       LOST  steps= 132  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1857/1000000:       LOST  steps=  68  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1858/1000000:       LOST  steps=  67  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1859/1000000:       LOST  steps=  91  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1860/1000000:       LOST  steps= 124  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1861/1000000:       LOST  steps=  93  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1862/1000000:       LOST  steps=  93  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1863/1000000:       LOST  steps= 106  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1864/1000000:       LOST  steps=  85  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1865/1000000:       LOST  steps=  99  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1866/1000000:       LOST  steps= 124  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1867/1000000:       LOST  steps= 118  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1868/1000000:       LOST  steps= 107  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1869/1000000:       LOST  steps=  85  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1870/1000000:       LOST  steps=  95  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1871/1000000:       LOST  steps=  88  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1872/1000000:       LOST  steps= 111  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1873/1000000:       LOST  steps= 138  reward=-0.5  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1874/1000000:       LOST  steps=  57  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1875/1000000:       LOST  steps=  91  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1876/1000000:       LOST  steps=  76  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1877/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1878/1000000:       LOST  steps=  94  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1879/1000000:       LOST  steps= 137  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1880/1000000:       LOST  steps= 115  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1881/1000000:       LOST  steps=  93  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1882/1000000:       LOST  steps= 109  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1883/1000000:       LOST  steps=  73  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1884/1000000:       LOST  steps=  91  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1885/1000000:       LOST  steps=  90  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1886/1000000:       LOST  steps= 111  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1887/1000000:       LOST  steps=  93  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1888/1000000:       LOST  steps=  83  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1889/1000000:       LOST  steps= 184  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1890/1000000:       LOST  steps=  80  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1891/1000000:       LOST  steps= 109  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1892/1000000:       LOST  steps= 164  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1893/1000000:       LOST  steps=  90  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1894/1000000:       LOST  steps= 101  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1895/1000000:       LOST  steps=  80  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1896/1000000:       LOST  steps= 104  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1897/1000000:       LOST  steps=  77  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
  trained PPO on 4137 buffered transitions (games in batch: 43; trigger=steps: buffered transitions reached 4137)
Game 1898/1000000:       LOST  steps= 127  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1899/1000000:       LOST  steps=  89  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1900/1000000:       LOST  steps= 112  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
  saved replay json: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays/f9d79955-76de-48f9-9e10-415ae904dd90.json
Game 1901/1000000:       LOST  steps= 127  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1902/1000000:       LOST  steps= 101  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1903/1000000:       LOST  steps=  68  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1904/1000000:       LOST  steps= 134  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1905/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1906/1000000:       LOST  steps=  80  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1907/1000000:       LOST  steps= 123  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1908/1000000:       LOST  steps=  97  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1909/1000000:       LOST  steps= 107  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1910/1000000:       LOST  steps= 115  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1911/1000000:       LOST  steps= 123  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1912/1000000:       LOST  steps= 102  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1913/1000000:       LOST  steps= 121  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1914/1000000:       LOST  steps= 138  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1915/1000000:        WON  steps= 147  reward=+1.5  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1916/1000000:       LOST  steps= 100  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1917/1000000:       LOST  steps= 136  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1918/1000000:       LOST  steps= 107  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1919/1000000:       LOST  steps= 141  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1920/1000000:       LOST  steps=  70  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1921/1000000:       LOST  steps= 103  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1922/1000000:       LOST  steps=  85  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1923/1000000:       LOST  steps= 107  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1924/1000000:       LOST  steps=  75  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1925/1000000:       LOST  steps=  79  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1926/1000000:       LOST  steps= 121  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1927/1000000:       LOST  steps=  81  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1928/1000000:       LOST  steps=  73  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1929/1000000:       LOST  steps=  84  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1930/1000000:       LOST  steps= 122  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1931/1000000:       LOST  steps=  90  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1932/1000000:       LOST  steps=  92  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1933/1000000:       LOST  steps=  62  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1934/1000000:       LOST  steps=  97  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1935/1000000:       LOST  steps=  79  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1936/1000000:       LOST  steps=  80  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1937/1000000:        WON  steps= 144  reward=+1.6  [wr300=2.3%(300); by_enemy: alphabeta@2=2.3%(300)]
Game 1938/1000000:       LOST  steps=  59  reward=-0.8  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1939/1000000:       LOST  steps= 133  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
  trained PPO on 4148 buffered transitions (games in batch: 42; trigger=steps: buffered transitions reached 4148)
Game 1940/1000000:       LOST  steps=  93  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1941/1000000:       LOST  steps= 112  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1942/1000000:       LOST  steps= 105  reward=-0.7  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1943/1000000:       LOST  steps=  60  reward=-0.9  [wr300=2.0%(300); by_enemy: alphabeta@2=2.0%(300)]
Game 1944/1000000:       LOST  steps=  87  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1945/1000000:       LOST  steps= 108  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1946/1000000:       LOST  steps= 101  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1947/1000000:       LOST  steps=  98  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1948/1000000:       LOST  steps= 106  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1949/1000000:       LOST  steps= 109  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1950/1000000:       LOST  steps=  96  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1951/1000000:       LOST  steps=  87  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1952/1000000:       LOST  steps= 127  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1953/1000000:       LOST  steps= 136  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1954/1000000:       LOST  steps= 101  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1955/1000000:       LOST  steps= 106  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1956/1000000:       LOST  steps=  93  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1957/1000000:       LOST  steps= 131  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1958/1000000:       LOST  steps= 133  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1959/1000000:       LOST  steps= 127  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1960/1000000:       LOST  steps= 111  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1961/1000000:       LOST  steps= 103  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1962/1000000:       LOST  steps= 124  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1963/1000000:       LOST  steps= 103  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1964/1000000:       LOST  steps= 168  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1965/1000000:       LOST  steps= 154  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1966/1000000:       LOST  steps=  92  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1967/1000000:       LOST  steps=  71  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1968/1000000:       LOST  steps= 105  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1969/1000000:       LOST  steps= 114  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1970/1000000:       LOST  steps=  89  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1971/1000000:       LOST  steps=  88  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1972/1000000:       LOST  steps= 101  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1973/1000000:       LOST  steps= 104  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1974/1000000:       LOST  steps= 110  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1975/1000000:       LOST  steps=  78  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1976/1000000:       LOST  steps= 125  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1977/1000000:       LOST  steps=  98  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1978/1000000:       LOST  steps=  86  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1979/1000000:       LOST  steps= 150  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
  trained PPO on 4130 buffered transitions (games in batch: 40; trigger=steps: buffered transitions reached 4130)
Game 1980/1000000:       LOST  steps=  88  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1981/1000000:       LOST  steps= 101  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1982/1000000:       LOST  steps=  89  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1983/1000000:       LOST  steps= 144  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1984/1000000:       LOST  steps= 115  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1985/1000000:       LOST  steps= 136  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1986/1000000:       LOST  steps=  78  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1987/1000000:       LOST  steps=  77  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1988/1000000:       LOST  steps= 102  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 1989/1000000:       LOST  steps= 117  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 1990/1000000:       LOST  steps= 136  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 1991/1000000:       LOST  steps=  57  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 1992/1000000:       LOST  steps= 145  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 1993/1000000:       LOST  steps= 101  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 1994/1000000:       LOST  steps=  97  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 1995/1000000:       LOST  steps= 121  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 1996/1000000:       LOST  steps=  83  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 1997/1000000:       LOST  steps= 124  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 1998/1000000:       LOST  steps=  96  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 1999/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2000/1000000:       LOST  steps=  95  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
  saved replay json: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays/aff1ca0a-eff3-4bf0-8b04-9bac9b1c0174.json
  periodic checkpoint saved at game 2000: main=/hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/main_play.pt
Game 2001/1000000:       LOST  steps=  96  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2002/1000000:       LOST  steps=  81  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2003/1000000:       LOST  steps=  90  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2004/1000000:       LOST  steps=  84  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2005/1000000:       LOST  steps=  73  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2006/1000000:       LOST  steps= 133  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2007/1000000:       LOST  steps=  97  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2008/1000000:       LOST  steps=  75  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2009/1000000:       LOST  steps=  91  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2010/1000000:       LOST  steps= 101  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2011/1000000:       LOST  steps= 108  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2012/1000000:       LOST  steps= 109  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2013/1000000:       LOST  steps= 120  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2014/1000000:       LOST  steps= 100  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2015/1000000:       LOST  steps= 128  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2016/1000000:       LOST  steps=  84  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2017/1000000:       LOST  steps= 158  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2018/1000000:       LOST  steps=  89  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2019/1000000:       LOST  steps=  98  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2020/1000000:       LOST  steps= 147  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2021/1000000:       LOST  steps= 139  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
  trained PPO on 4220 buffered transitions (games in batch: 42; trigger=steps: buffered transitions reached 4220)
Game 2022/1000000:       LOST  steps= 133  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2023/1000000:       LOST  steps=  97  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2024/1000000:       LOST  steps= 113  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2025/1000000:       LOST  steps=  63  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2026/1000000:       LOST  steps= 108  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2027/1000000:       LOST  steps=  72  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2028/1000000:       LOST  steps=  86  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2029/1000000:       LOST  steps=  68  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2030/1000000:       LOST  steps= 111  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2031/1000000:       LOST  steps= 115  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2032/1000000:       LOST  steps=  84  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2033/1000000:       LOST  steps= 166  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2034/1000000:       LOST  steps= 134  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2035/1000000:       LOST  steps= 179  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2036/1000000:       LOST  steps=  89  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2037/1000000:       LOST  steps= 123  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2038/1000000:       LOST  steps= 159  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2039/1000000:       LOST  steps= 101  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2040/1000000:       LOST  steps=  68  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2041/1000000:       LOST  steps=  97  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 2042/1000000:        WON  steps= 182  reward=+1.5  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2043/1000000:       LOST  steps=  58  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2044/1000000:       LOST  steps= 100  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2045/1000000:       LOST  steps= 131  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2046/1000000:       LOST  steps= 149  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2047/1000000:       LOST  steps=  83  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2048/1000000:       LOST  steps=  99  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 2049/1000000:       LOST  steps=  77  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
