=== 2026-04-05T20:17:06-04:00 neuner_vs_alphabeta start cwd=/hpc/home/wjn7/catan_ai ===
=== GPU check ===
GPU 0: NVIDIA RTX 5000 Ada Generation (UUID: GPU-59c4ee0f-b317-ac8a-e75d-67c9e2b77278)
torch 2.10.0+cu128 cuda_available True
NVIDIA RTX 5000 Ada Generation
Effective config:
  preset=none difficulty=medium
  games=1000000 train=True
  placement_strategy=alphabeta
  enemy_fixed_schedule=False
  enemy_smooth_mix=False

Main agent ready      (6,295,286 params, obs=1259, actions=245)
Placement agent ready (alphabeta(depth=2, prunning=True))
Device: cuda
Run configuration:
  Main agent: 6,295,286 params (obs=1259, actions=245)
  Main weights: /hpc/home/wjn7/catan_ai/capstone_agent/models/capstone_model.pt
  Placement agent: strategy=alphabeta, alphabeta(depth=2, prunning=True)
  Placement weights: [none loaded]
  Opponent: alphabeta (depth=2, prunning=True)
  Self-play ladder: disabled
  Map: TOURNAMENT / fixed (seed=0)
  Training: enabled, trigger=steps, every 4096 transitions, periodic_save_every=2000 games, numbered main checkpoint copies
  Replay JSON save: enabled, dir=/hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays, every 100 games
  Benchmark CSV: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/benchmark_games.csv
  PPO metrics CSV: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/ppo_training.csv
  Device: cuda

Game 111843/1000000:       LOST  steps=  87  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111844/1000000:       LOST  steps= 102  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111845/1000000:       LOST  steps= 111  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111846/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111847/1000000:       LOST  steps=  90  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111848/1000000:       LOST  steps= 153  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111849/1000000:       LOST  steps= 108  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111850/1000000:       LOST  steps=  90  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111851/1000000:       LOST  steps= 109  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111852/1000000:       LOST  steps= 128  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111853/1000000:       LOST  steps=  88  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111854/1000000:       LOST  steps= 104  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111855/1000000:       LOST  steps=  78  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111856/1000000:       LOST  steps=  92  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111857/1000000:       LOST  steps= 145  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111858/1000000:       LOST  steps=  83  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111859/1000000:       LOST  steps=  94  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111860/1000000:       LOST  steps=  91  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111861/1000000:       LOST  steps= 110  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111862/1000000:       LOST  steps=  97  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111863/1000000:       LOST  steps=  83  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111864/1000000:       LOST  steps= 106  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111865/1000000:       LOST  steps=  88  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111866/1000000:       LOST  steps= 100  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111867/1000000:       LOST  steps=  91  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111868/1000000:       LOST  steps= 117  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111869/1000000:       LOST  steps=  84  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111870/1000000:       LOST  steps= 104  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111871/1000000:       LOST  steps= 113  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111872/1000000:       LOST  steps= 103  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111873/1000000:       LOST  steps= 119  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111874/1000000:       LOST  steps=  88  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111875/1000000:       LOST  steps= 125  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111876/1000000:       LOST  steps=  76  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111877/1000000:       LOST  steps=  88  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111878/1000000:       LOST  steps=  65  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111879/1000000:       LOST  steps=  83  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111880/1000000:       LOST  steps= 146  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111881/1000000:       LOST  steps=  96  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111882/1000000:       LOST  steps=  82  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111883/1000000:       LOST  steps=  90  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
  trained PPO on 4105 buffered transitions (games in batch: 42; trigger=steps: buffered transitions reached 4105)
Game 111884/1000000:       LOST  steps= 111  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111885/1000000:       LOST  steps=  92  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111886/1000000:       LOST  steps= 143  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111887/1000000:       LOST  steps=  95  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111888/1000000:       LOST  steps=  95  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111889/1000000:       LOST  steps= 114  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111890/1000000:       LOST  steps= 114  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111891/1000000:       LOST  steps= 146  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111892/1000000:       LOST  steps= 137  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111893/1000000:       LOST  steps= 119  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111894/1000000:       LOST  steps= 174  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111895/1000000:       LOST  steps=  71  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111896/1000000:       LOST  steps=  89  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111897/1000000:       LOST  steps=  83  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111898/1000000:       LOST  steps= 153  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111899/1000000:       LOST  steps=  93  reward=-0.6  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 111900/1000000:        WON  steps= 140  reward=+1.5  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
  saved replay json: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays/6363c2c1-b5b3-4c23-8089-5ed900633fc9.json
Game 111901/1000000:       LOST  steps= 111  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111902/1000000:       LOST  steps= 116  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111903/1000000:       LOST  steps= 150  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111904/1000000:       LOST  steps=  97  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111905/1000000:       LOST  steps= 103  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111906/1000000:       LOST  steps= 100  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111907/1000000:       LOST  steps=  94  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111908/1000000:       LOST  steps=  83  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111909/1000000:       LOST  steps= 144  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111910/1000000:       LOST  steps= 105  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111911/1000000:       LOST  steps=  96  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111912/1000000:       LOST  steps= 104  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111913/1000000:       LOST  steps= 114  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111914/1000000:       LOST  steps= 115  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111915/1000000:       LOST  steps=  81  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111916/1000000:       LOST  steps=  78  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111917/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111918/1000000:       LOST  steps= 163  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111919/1000000:       LOST  steps= 113  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111920/1000000:       LOST  steps=  73  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111921/1000000:       LOST  steps=  88  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111922/1000000:       LOST  steps=  86  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
  trained PPO on 4112 buffered transitions (games in batch: 39; trigger=steps: buffered transitions reached 4112)
Game 111923/1000000:       LOST  steps=  71  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111924/1000000:       LOST  steps= 101  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111925/1000000:       LOST  steps= 118  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 111926/1000000:        WON  steps= 131  reward=+1.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111927/1000000:       LOST  steps=  92  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111928/1000000:       LOST  steps= 102  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111929/1000000:       LOST  steps= 123  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111930/1000000:       LOST  steps= 145  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111931/1000000:       LOST  steps= 104  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111932/1000000:       LOST  steps= 125  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111933/1000000:       LOST  steps= 147  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111934/1000000:       LOST  steps=  88  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111935/1000000:       LOST  steps= 159  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111936/1000000:       LOST  steps=  79  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111937/1000000:       LOST  steps=  90  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111938/1000000:       LOST  steps=  70  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111939/1000000:       LOST  steps= 153  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111940/1000000:       LOST  steps= 109  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111941/1000000:       LOST  steps= 111  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111942/1000000:       LOST  steps=  77  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111943/1000000:       LOST  steps= 111  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111944/1000000:       LOST  steps= 108  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111945/1000000:       LOST  steps=  96  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111946/1000000:       LOST  steps= 109  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111947/1000000:       LOST  steps=  99  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111948/1000000:       LOST  steps=  92  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111949/1000000:       LOST  steps= 101  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111950/1000000:       LOST  steps=  83  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111951/1000000:       LOST  steps= 108  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111952/1000000:       LOST  steps= 104  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111953/1000000:       LOST  steps= 154  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111954/1000000:       LOST  steps= 129  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111955/1000000:       LOST  steps=  79  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111956/1000000:       LOST  steps=  99  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111957/1000000:       LOST  steps= 125  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111958/1000000:       LOST  steps= 132  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111959/1000000:       LOST  steps= 102  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111960/1000000:       LOST  steps=  66  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111961/1000000:       LOST  steps= 156  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111962/1000000:       LOST  steps=  70  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
  trained PPO on 4158 buffered transitions (games in batch: 40; trigger=steps: buffered transitions reached 4158)
Game 111963/1000000:       LOST  steps=  81  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111964/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111965/1000000:       LOST  steps= 122  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111966/1000000:       LOST  steps= 121  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111967/1000000:       LOST  steps= 106  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111968/1000000:       LOST  steps= 145  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111969/1000000:       LOST  steps= 102  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111970/1000000:       LOST  steps=  84  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111971/1000000:       LOST  steps= 113  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111972/1000000:       LOST  steps=  61  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111973/1000000:       LOST  steps= 125  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111974/1000000:       LOST  steps= 118  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111975/1000000:       LOST  steps=  92  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111976/1000000:       LOST  steps= 139  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111977/1000000:       LOST  steps= 121  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111978/1000000:       LOST  steps=  89  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111979/1000000:       LOST  steps=  99  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111980/1000000:       LOST  steps=  77  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111981/1000000:       LOST  steps= 100  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111982/1000000:       LOST  steps=  87  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111983/1000000:       LOST  steps=  85  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111984/1000000:       LOST  steps=  88  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111985/1000000:       LOST  steps=  76  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111986/1000000:       LOST  steps= 112  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111987/1000000:       LOST  steps=  65  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111988/1000000:       LOST  steps= 143  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111989/1000000:       LOST  steps=  81  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111990/1000000:       LOST  steps=  76  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111991/1000000:       LOST  steps=  86  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111992/1000000:       LOST  steps= 101  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111993/1000000:       LOST  steps=  92  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111994/1000000:       LOST  steps= 127  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111995/1000000:       LOST  steps=  90  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111996/1000000:       LOST  steps=  98  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111997/1000000:       LOST  steps=  96  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111998/1000000:       LOST  steps= 110  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 111999/1000000:       LOST  steps= 195  reward=-0.5  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 112000/1000000:       LOST  steps= 137  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
  saved replay json: /hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/replays/ce494dd0-f691-44a7-817a-7ad3d1e5ba86.json
  periodic checkpoint saved at game 112000: main=/hpc/home/wjn7/catan_ai/capstone_agent/models/neuner_vs_alphabeta/main_play.pt
Game 112001/1000000:       LOST  steps=  78  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 112002/1000000:       LOST  steps= 127  reward=-0.6  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 112003/1000000:       LOST  steps=  75  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 112004/1000000:       LOST  steps=  91  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
  trained PPO on 4128 buffered transitions (games in batch: 42; trigger=steps: buffered transitions reached 4128)
Game 112005/1000000:       LOST  steps=  94  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 112006/1000000:       LOST  steps=  61  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 112007/1000000:       LOST  steps=  77  reward=-0.9  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 112008/1000000:       LOST  steps= 118  reward=-0.7  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 112009/1000000:       LOST  steps= 102  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 112010/1000000:       LOST  steps= 127  reward=-0.8  [wr300=1.7%(300); by_enemy: alphabeta@2=1.7%(300)]
Game 112011/1000000:       LOST  steps= 102  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112012/1000000:       LOST  steps=  95  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112013/1000000:       LOST  steps=  99  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112014/1000000:       LOST  steps= 125  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112015/1000000:       LOST  steps=  90  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112016/1000000:       LOST  steps=  75  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112017/1000000:       LOST  steps= 129  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112018/1000000:       LOST  steps=  45  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112019/1000000:       LOST  steps=  81  reward=-0.6  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112020/1000000:       LOST  steps=  66  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112021/1000000:       LOST  steps= 156  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112022/1000000:       LOST  steps=  69  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112023/1000000:       LOST  steps=  75  reward=-0.8  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112024/1000000:       LOST  steps=  73  reward=-0.9  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112025/1000000:       LOST  steps= 109  reward=-0.7  [wr300=1.3%(300); by_enemy: alphabeta@2=1.3%(300)]
Game 112026/1000000:       LOST  steps=  66  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112027/1000000:       LOST  steps= 151  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112028/1000000:       LOST  steps= 108  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112029/1000000:       LOST  steps=  85  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112030/1000000:       LOST  steps=  92  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112031/1000000:       LOST  steps= 115  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112032/1000000:       LOST  steps= 166  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112033/1000000:       LOST  steps=  67  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112034/1000000:       LOST  steps= 112  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112035/1000000:       LOST  steps=  96  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112036/1000000:       LOST  steps= 102  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112037/1000000:       LOST  steps=  91  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112038/1000000:       LOST  steps= 131  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112039/1000000:       LOST  steps=  72  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112040/1000000:       LOST  steps=  75  reward=-0.9  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112041/1000000:       LOST  steps= 100  reward=-0.7  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
Game 112042/1000000:       LOST  steps=  80  reward=-0.8  [wr300=1.0%(300); by_enemy: alphabeta@2=1.0%(300)]
